,Date,open,high,low,close,volume,dividends,stock splits,edit_count,sentiment,neg_sentiment
0,2014-09-17 00:00:00+00:00,465.864013671875,468.1740112304688,452.4219970703125,457.3340148925781,21056800,0.0,0.0,5.033333333333333,-0.2321912647111212,0.5327182327476445
1,2014-09-18 00:00:00+00:00,456.8599853515625,456.8599853515625,413.10400390625,424.4400024414063,34483200,0.0,0.0,5.066666666666666,-0.2327594698293005,0.5327182327476445
2,2014-09-19 00:00:00+00:00,424.1029968261719,427.8349914550781,384.5320129394531,394.7959899902344,37919700,0.0,0.0,5.2,-0.2354150072557722,0.5493848994143112
3,2014-09-20 00:00:00+00:00,394.6730041503906,423.2959899902344,389.8829956054688,408.9039916992188,36863600,0.0,0.0,5.2,-0.2331850176873798,0.5493848994143112
4,2014-09-21 00:00:00+00:00,408.0849914550781,412.4259948730469,393.1809997558594,398.8210144042969,26580100,0.0,0.0,5.233333333333333,-0.2040172205192839,0.5327182327476445
5,2014-09-22 00:00:00+00:00,399.1000061035156,406.9159851074219,397.1300048828125,402.1520080566406,24127600,0.0,0.0,5.233333333333333,-0.2040172205192839,0.5327182327476445
6,2014-09-23 00:00:00+00:00,402.0920104980469,441.5570068359375,396.1969909667969,435.7909851074219,45099500,0.0,0.0,5.3,-0.1878625453336035,0.5243848994143112
7,2014-09-24 00:00:00+00:00,435.7510070800781,436.1119995117188,421.1319885253906,423.2049865722656,30627700,0.0,0.0,5.233333333333333,-0.2118306959492956,0.5377182327476445
8,2014-09-25 00:00:00+00:00,423.156005859375,423.5199890136719,409.4679870605469,411.5740051269531,26814400,0.0,0.0,4.633333333333334,-0.197318188260864,0.5297817248111366
9,2014-09-26 00:00:00+00:00,411.4289855957031,414.93798828125,400.0090026855469,404.4249877929688,21460800,0.0,0.0,4.3,-0.1783063263802437,0.50311505814447
10,2014-09-27 00:00:00+00:00,403.5559997558594,406.62298583984375,397.37200927734375,399.5199890136719,15029300,0.0,0.0,3.533333333333333,-0.1689841347842126,0.4971150581444699
11,2014-09-28 00:00:00+00:00,399.4710083007813,401.0169982910156,374.3320007324219,377.1809997558594,23613300,0.0,0.0,3.4,-0.1843412496555555,0.4887817248111366
12,2014-09-29 00:00:00+00:00,376.9280090332031,385.21099853515625,372.239990234375,375.4670104980469,32497700,0.0,0.0,4.466666666666667,-0.2119112383566342,0.5029231389525507
13,2014-09-30 00:00:00+00:00,376.0880126953125,390.97698974609375,373.4429931640625,386.9440002441406,34707300,0.0,0.0,4.766666666666667,-0.2369482409020487,0.5164079874373992
14,2014-10-01 00:00:00+00:00,387.427001953125,391.3789978027344,380.7799987792969,383.614990234375,26229400,0.0,0.0,5.166666666666667,-0.250395025631098,0.5235508445802564
15,2014-10-02 00:00:00+00:00,383.9880065917969,385.49700927734375,372.9460144042969,375.0719909667969,21777700,0.0,0.0,4.833333333333333,-0.2273776656922116,0.5124397334691453
16,2014-10-03 00:00:00+00:00,375.1809997558594,377.6950073242188,357.8590087890625,359.5119934082031,30901200,0.0,0.0,4.8,-0.2138798934470316,0.5045032255326373
17,2014-10-04 00:00:00+00:00,359.8919982910156,364.4869995117188,325.885986328125,328.8659973144531,47236500,0.0,0.0,4.8,-0.1690128209442596,0.471169892199304
18,2014-10-05 00:00:00+00:00,328.9159851074219,341.8009948730469,289.2959899902344,320.510009765625,83308096,0.0,0.0,5.166666666666667,-0.1817302020166824,0.4775190985485104
19,2014-10-06 00:00:00+00:00,320.3890075683594,345.1340026855469,302.5599975585937,330.0790100097656,79011800,0.0,0.0,5.233333333333333,-0.1906264514169272,0.4819635429929548
20,2014-10-07 00:00:00+00:00,330.5840148925781,339.2470092773437,320.48199462890625,336.18701171875,49199900,0.0,0.0,4.8,-0.2032561041414737,0.4873556998556999
21,2014-10-08 00:00:00+00:00,336.1159973144531,354.364013671875,327.18798828125,352.94000244140625,54736300,0.0,0.0,4.9,-0.1879197113215923,0.4790223665223665
22,2014-10-09 00:00:00+00:00,352.7479858398437,382.72601318359375,347.68701171875,365.0260009765625,83641104,0.0,0.0,5.033333333333333,-0.2168860643274254,0.4956890331890332
23,2014-10-10 00:00:00+00:00,364.68701171875,375.0669860839844,352.9630126953125,361.56201171875,43665700,0.0,0.0,5.133333333333334,-0.2501499820914533,0.5123556998556998
24,2014-10-11 00:00:00+00:00,361.3619995117188,367.1910095214844,355.95098876953125,362.2990112304688,13345200,0.0,0.0,5.366666666666666,-0.2664324749675061,0.5361652236652237
25,2014-10-12 00:00:00+00:00,362.6059875488281,379.4330139160156,356.1440124511719,378.5490112304688,17552800,0.0,0.0,5.366666666666666,-0.2664324749675061,0.5361652236652237
26,2014-10-13 00:00:00+00:00,377.9209899902344,397.22601318359375,368.8970031738281,390.41400146484375,35221400,0.0,0.0,5.9,-0.2650030914656441,0.5356601731601731
27,2014-10-14 00:00:00+00:00,391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,38491500,0.0,0.0,6.466666666666667,-0.2501997418250098,0.5282527657527658
28,2014-10-15 00:00:00+00:00,400.9549865722656,402.22698974609375,388.7659912109375,394.7730102539063,25267100,0.0,0.0,7.1,-0.2658060488057993,0.5358144941478274
